,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
23,3410859,154.68748,0,0,22050,1,0.17551,150.09959,-3.051,128.092,0.701,4,1.0,11,0.105,0,0.287,3.15,4.12,1.0,1.0,0.0114,0.756,154687,0.942,0.000123,0.283,0.15,0.211,Stafford Brothers,KNOCK,dance
24,3991050,181.0,0,0,22050,1,0.16249,177.24372,-4.886,119.761,0.654,4,1.0,5,0.491,1,0.503,3.15,4.12,1.0,1.0,0.492,0.621,181000,0.842,0.0,0.27,0.158,0.55,Starley,Love Is Love - MOTi Remix,dance
25,4234188,192.02667,0,0,22050,1,3.88354,187.3444,-6.221,124.98,0.947,4,0.943,1,0.131,1,0.33,3.15,4.12,1.0,1.0,0.00255,0.727,192027,0.75,1.23e-06,0.116,0.0392,0.354,Wolfgang Gartner,Ching Ching,dance
26,4689659,212.68295,0,0,22050,1,0.0,209.82712,-6.203,122.985,0.931,4,1.0,11,0.438,1,0.326,3.15,4.12,1.0,1.0,0.000179,0.761,212683,0.763,0.258,0.0395,0.0476,0.827,Hotel Garuda,One Reason (feat. Imad Royal & Kiah Victoria) [SNBRN Remix],dance
27,4788000,217.14286,0,0,22050,1,0.0,213.42621,-7.786,125.994,0.816,4,0.784,10,0.326,1,0.434,3.15,4.12,1.0,1.0,0.00987,0.465,217143,0.739,1.88e-06,0.373,0.0648,0.0652,Steve Brian,Wait For Me,dance
28,4426354,200.74168,0,0,22050,1,0.07102,196.7717,-3.934,127.953,0.475,4,0.902,5,0.619,0,0.699,3.15,4.12,1.0,1.0,0.0252,0.687,200742,0.927,0.137,0.146,0.0521,0.126,GATTÜSO,Dance Stay High,dance
29,3991040,180.99955,0,0,22050,1,2.87927,168.47819,-6.068,122.028,0.842,4,0.821,3,0.264,0,0.35,3.15,4.12,1.0,1.0,0.00916,0.695,181000,0.848,0.109,0.12,0.0506,0.797,Weiss (UK),Feel My Needs (Turn Around),dance
30,3059437,138.74998,0,0,22050,1,0.0,136.19084,-3.621,128.036,0.503,4,1.0,0,0.813,1,0.677,3.15,4.12,1.0,1.0,0.00196,0.671,138750,0.91,0.0316,0.171,0.1,0.413,SLATIN,Apple Juice (feat. Carla Monroe) - MOTi Remix,dance
31,4739465,214.94172,0,0,22050,1,0.20902,203.77832,-4.777,125.047,0.81,4,0.89,1,0.474,1,0.564,3.15,4.12,1.0,1.0,0.0161,0.574,214942,0.728,1.42e-06,0.0851,0.062,0.266,Robin Schulz,Speechless (feat. Erika Sirola),dance
32,6657677,301.93546,0,0,22050,1,0.0,297.48245,-7.309,124.011,0.767,4,1.0,0,0.833,1,0.625,3.15,4.12,1.0,1.0,0.0145,0.699,301935,0.805,0.234,0.0425,0.0771,0.322,Jack Back,Grenade,dance
33,4429487,200.88376,0,0,22050,1,0.12744,195.33206,-3.698,128.026,0.803,4,0.995,3,0.215,1,0.435,3.15,4.12,1.0,1.0,0.064,0.691,200884,0.93,1.52e-06,0.117,0.0753,0.189,Shane 54,Out of Time (feat. Eric Lumiere) - Sagan Remix,dance
34,3266156,148.12499,0,0,22050,1,0.0,145.23501,-3.016,127.958,0.858,4,1.0,6,0.635,1,0.494,3.15,4.12,1.0,1.0,0.00116,0.601,148125,0.99,0.52,0.124,0.337,0.192,Tiësto,WOW,dance
35,3748416,169.99619,0,0,22050,1,0.0,166.78313,-4.603,122.979,0.628,4,1.0,5,0.0,0,0.198,3.15,4.12,1.0,1.0,0.00193,0.723,169996,0.875,3.7e-05,0.126,0.0748,0.435,Too Many Zooz,So Real (Warriors),dance
36,4326533,196.21465,0,0,22050,1,0.0,188.53442,-5.211,121.993,0.577,4,1.0,10,0.317,0,0.495,3.15,4.12,1.0,1.0,0.0181,0.684,196215,0.816,0.0,0.0222,0.0322,0.702,MK,Back & Forth,dance
37,5248976,238.0488,0,0,22050,1,0.24363,229.3493,-5.003,122.936,0.571,4,0.968,9,0.15,1,0.36,3.15,4.12,1.0,1.0,0.0923,0.558,238049,0.561,0.000231,0.117,0.0376,0.126,Throttle,Wanderlust,dance
38,5121290,232.25805,0,0,22050,1,3.98222,224.90268,-6.083,123.993,0.696,4,0.878,0,0.564,1,0.459,3.15,4.12,1.0,1.0,0.0065,0.601,232258,0.927,0.000608,0.675,0.0626,0.141,Steve Angello,Nothing Scares Me Anymore - Corey James & David Pietras Remix,dance
39,4335369,196.61537,0,0,22050,1,0.07546,191.54721,-4.788,130.043,0.623,4,0.952,0,0.565,1,0.643,3.15,4.12,1.0,1.0,0.341,0.562,196615,0.871,1.47e-06,0.351,0.0646,0.351,Feenixpawl,Neon Sky,dance
40,4729344,214.48272,0,0,22050,1,0.0,210.01868,-6.423,122.987,0.976,4,0.055,10,0.492,1,0.451,3.15,4.12,1.0,1.0,0.0259,0.578,214483,0.883,0.0706,0.118,0.0298,0.255,Au/Ra,Panic Room,dance
41,4212396,191.03837,0,0,22050,1,0.21605,186.2995,-4.999,92.022,0.318,4,1.0,11,0.32,1,0.282,3.15,4.12,1.0,1.0,0.0221,0.636,191038,0.546,0.0054,0.134,0.0435,0.148,deadmau5,drama free (feat. Lights),dance
42,4811310,218.2,0,0,22050,1,0.0,210.41923,-4.332,132.106,0.767,4,1.0,5,0.439,0,0.494,3.15,4.12,1.0,1.0,0.00138,0.526,218200,0.867,0.00064,0.0975,0.0659,0.12,Armin van Buuren,Wild Wild Son - Club Mix,dance
43,4318272,195.84,0,0,22050,1,0.0,190.27011,-3.868,124.999,0.869,4,1.0,3,0.309,0,0.373,3.15,4.12,1.0,1.0,0.0362,0.705,195840,0.937,0.000271,0.178,0.0963,0.786,Tiësto,Jackie Chan - Bolier Remix,dance
44,3214214,145.76934,0,0,22050,1,3.04181,141.36889,-8.051,124.006,0.724,4,1.0,9,0.94,0,0.605,3.15,4.12,1.0,1.0,0.00688,0.928,145769,0.679,0.332,0.318,0.0461,0.967,ricky retro,BAD,dance
45,6201927,281.26653,0,0,22050,1,0.0,276.78186,-6.933,123.97,0.876,4,1.0,0,0.514,1,0.635,3.15,4.12,1.0,1.0,0.251,0.717,281267,0.752,0.000468,0.0802,0.065,0.14,Calvin Harris,One Kiss - Oliver Heldens Remix,dance
46,8971116,406.85333,0,0,22050,1,0.33188,402.09995,-6.021,123.996,0.85,4,1.0,2,0.598,0,0.487,3.15,4.12,1.0,1.0,0.000269,0.731,406853,0.637,0.241,0.0661,0.0381,0.65,Tom & Collins,Swoon,dance
47,7656049,347.21311,0,0,22050,1,0.06381,338.93587,-10.491,122.008,0.798,4,1.0,6,0.709,0,0.724,3.15,4.12,1.0,1.0,0.14,0.626,347213,0.755,0.386,0.0938,0.0337,0.372,Lane 8,No Captain - Dirty South Remix,dance
48,4169498,189.09288,0,0,22050,1,0.0,172.01923,-3.072,120.972,0.785,4,1.0,2,0.329,1,0.633,3.15,4.12,1.0,1.0,0.0714,0.598,189093,0.893,0.0159,0.146,0.0319,0.485,Pnau,Go Bang,dance
49,4318107,195.83252,0,0,22050,1,0.0,179.82694,-8.251,127.072,0.896,4,0.823,0,0.551,0,0.542,3.15,4.12,1.0,1.0,0.0913,0.609,195833,0.824,2.88e-05,0.134,0.0795,0.36,Martin Garrix,Ocean (feat. Khalid) - David Guetta Remix,dance
50,4069548,184.56,0,0,22050,1,2.88508,171.49678,-5.335,125.905,0.697,4,1.0,6,0.311,1,0.419,3.15,4.12,1.0,1.0,0.176,0.694,184560,0.77,1.1e-05,0.118,0.149,0.163,Dynoro,In My Mind,dance
51,3195442,144.918,0,0,22050,1,0.0,142.04807,-7.063,122.138,0.822,4,1.0,2,0.766,1,0.736,3.15,4.12,1.0,1.0,0.00885,0.675,144918,0.749,0.0,0.111,0.093,0.404,Breathe Carolina,My Love,dance
52,4046592,183.51891,0,0,22050,1,0.0,178.10286,-3.911,103.406,0.345,3,0.99,5,0.385,0,0.475,3.15,4.12,1.0,1.0,0.00882,0.378,183519,0.963,0.00357,0.294,0.0682,0.16,Armin van Buuren,Blah Blah Blah,dance
53,3532048,160.18358,0,0,22050,1,0.0,156.3922,-3.988,127.966,0.6,4,1.0,1,0.466,0,0.601,3.15,4.12,1.0,1.0,0.0267,0.626,160184,0.8,0.000138,0.0623,0.035,0.258,R3HAB,Lullaby,dance
54,4511136,204.58667,0,0,22050,1,0.08063,201.50277,-3.529,123.981,0.775,4,0.916,11,0.833,0,0.733,3.15,4.12,1.0,1.0,0.0926,0.613,204587,0.937,1.22e-06,0.13,0.0463,0.559,Bladtkramer,While I'm Young,dance
55,4170814,189.15256,0,0,22050,1,0.5283,180.41324,-6.734,117.965,0.766,4,1.0,6,0.079,1,0.28,3.15,4.12,1.0,1.0,0.256,0.784,189153,0.71,0.000132,0.319,0.051,0.443,Hugo Helmig,Wild - LCAW Remix,dance
56,4305924,195.28,0,0,22050,1,2.00272,187.14122,-4.063,128.127,0.708,4,0.99,10,0.026,1,0.238,3.15,4.12,1.0,1.0,0.00403,0.517,195280,0.924,0.307,0.369,0.0975,0.498,Sean Finn,Infinity 2018 - Klaas Remix Edit,dance
57,4105416,186.18667,0,0,22050,1,0.0,182.95002,-5.11,114.952,0.667,4,1.0,2,0.344,0,0.443,3.15,4.12,1.0,1.0,0.0179,0.685,186187,0.867,0.0,0.127,0.0509,0.714,Armin van Buuren,Therapy,dance
58,4126500,187.14286,0,0,22050,1,0.20898,184.24454,-2.955,126.108,0.751,4,0.947,9,0.701,0,0.626,3.15,4.12,1.0,1.0,0.0346,0.554,187143,0.894,2.29e-06,0.261,0.0533,0.423,Deep Divas,Rhythm Of The Night,dance
59,3405453,154.44231,0,0,22050,1,0.0,150.93551,-4.787,129.951,0.599,4,1.0,7,0.498,0,0.415,3.15,4.12,1.0,1.0,0.0482,0.621,154442,0.685,0.87,0.559,0.0565,0.398,R3HAB,Starflight,dance
60,3576234,162.18748,0,0,22050,1,0.09923,157.70413,-5.101,127.988,0.877,4,1.0,10,0.442,1,0.527,3.15,4.12,1.0,1.0,0.22,0.521,162187,0.857,0.00347,0.349,0.131,0.398,Kelde,Isn't It Love,dance
61,4217062,191.24998,0,0,22050,1,0.0,183.01388,-4.104,128.029,0.948,4,0.944,9,0.653,0,0.555,3.15,4.12,1.0,1.0,0.014,0.662,191250,0.884,3.7e-05,0.087,0.0599,0.484,KSHMR,Carry Me Home (feat. Jake Reese),dance
62,4337502,196.71211,0,0,22050,1,0.27878,192.41215,-3.423,109.729,0.452,4,1.0,2,0.627,1,0.258,3.15,4.12,1.0,1.0,0.0245,0.63,196712,0.776,0.000237,0.207,0.154,0.544,Faustix,Bonfiyah (feat. Hedegaard & Captain MacKay),dance
63,4185856,189.83474,0,0,22050,1,3.94159,185.74222,-5.816,125.954,0.751,4,0.995,10,0.48,0,0.534,3.15,4.12,1.0,1.0,0.00851,0.544,189835,0.932,0.00811,0.157,0.0679,0.337,Lucas & Steve,Home,dance
64,3516156,159.46286,0,0,22050,1,0.08703,157.41388,-3.476,127.858,0.45,4,1.0,0,0.798,0,0.737,3.15,4.12,1.0,1.0,0.0757,0.64,159463,0.896,0.000149,0.346,0.0778,0.213,R3HAB,What You Do,dance
65,4754531,215.62499,0,0,22050,1,2.85025,210.52372,-6.06,128.013,0.739,4,0.958,1,0.317,0,0.505,3.15,4.12,1.0,1.0,0.0351,0.647,215625,0.781,3.65e-05,0.181,0.0432,0.274,Mike Williams,Don't Hurt,dance
66,4028976,182.72,0,0,22050,1,0.0639,173.56916,-5.149,123.936,0.806,4,1.0,5,0.178,0,0.392,3.15,4.12,1.0,1.0,0.289,0.689,182720,0.832,0.0,0.0749,0.0745,0.657,Kato,Show You Love,dance
67,4431756,200.98667,0,0,22050,1,0.23293,194.07238,-2.524,125.965,0.385,4,0.751,1,0.277,0,0.447,3.15,4.12,1.0,1.0,0.0896,0.49,200987,0.811,0.0,0.0899,0.044,0.547,Tim Berg,Seek Bromance,dance
68,4961250,225.0,0,0,22050,1,0.0,216.68281,-4.33,127.899,0.638,4,0.732,1,0.564,0,0.674,3.15,4.12,1.0,1.0,0.03,0.526,225000,0.773,0.0,0.131,0.0419,0.394,Dzeko,Try Not To Love You,dance
69,3018093,136.87497,0,0,22050,1,0.0,134.14168,-2.961,128.01,0.927,4,1.0,0,0.627,0,0.838,3.15,4.12,1.0,1.0,0.0228,0.803,136875,0.947,0.528,0.195,0.0583,0.549,Tiësto,Coming Home,dance
70,4252710,192.86667,0,0,22050,1,2.69351,184.00653,-6.298,125.946,0.27,4,0.981,8,0.646,1,0.592,3.15,4.12,1.0,1.0,0.0022,0.582,192867,0.894,0.0223,0.0664,0.041,0.0694,Otto Knows,Million Voices - Radio Edit,dance
71,4254578,192.95138,0,0,22050,1,0.0,187.48372,-2.626,125.028,0.609,4,1.0,10,0.811,0,0.702,3.15,4.12,1.0,1.0,0.0951,0.672,192951,0.918,0.693,0.249,0.048,0.569,John Dahlbäck,Deep Inside,dance
72,3281856,148.83701,0,0,22050,1,0.0,142.61116,-4.063,132.057,0.607,4,0.563,5,0.67,0,0.709,3.15,4.12,1.0,1.0,0.000427,0.49,148837,0.907,0.0,0.116,0.108,0.21,Hardwell,Power,dance
73,4598784,208.56163,0,0,22050,1,2.22912,199.51166,-4.271,124.015,0.778,4,0.456,3,0.271,1,0.549,3.15,4.12,1.0,1.0,0.299,0.605,208562,0.783,0.000175,0.133,0.0324,0.105,Vicetone,Nevada (feat. Cozi Zuehlsdorff),dance
74,3507000,159.04762,0,0,22050,1,2.90249,154.20372,-5.224,126.235,0.702,4,1.0,2,0.375,1,0.499,3.15,4.12,1.0,1.0,0.0207,0.61,159048,0.907,3.82e-05,0.165,0.154,0.515,Martin Garrix,There For You - Dzeko Remix,dance
75,4757802,215.77333,0,0,22050,1,0.0,208.08562,-7.975,103.517,0.141,3,0.674,9,0.346,1,0.209,3.15,4.12,1.0,1.0,0.00608,0.592,215773,0.911,0.0123,0.223,0.0659,0.211,Armin van Buuren,Great Spirit,dance
76,4866921,220.72204,0,0,22050,1,0.0,215.9746,-6.182,123.975,0.75,4,1.0,1,0.671,1,0.527,3.15,4.12,1.0,1.0,0.0259,0.668,220722,0.773,1.64e-05,0.157,0.116,0.563,French Montana,Unforgettable - Tiësto vs. Dzeko AFTR:HRS Remix,dance
77,3864288,175.25116,0,0,22050,1,0.0,171.22395,-5.503,128.038,0.916,4,1.0,7,0.538,1,0.536,3.15,4.12,1.0,1.0,0.000339,0.735,175251,0.948,0.853,0.289,0.059,0.794,Kongsted,Chuck Norris - Radio Edit,dance
78,4189500,190.0,0,0,22050,1,0.0,180.52354,-4.852,127.978,0.836,4,1.0,10,0.754,0,0.709,3.15,4.12,1.0,1.0,0.000338,0.693,190000,0.857,0.00727,0.69,0.0602,0.109,MaxRiven,Rhythm Is a Dancer,dance
79,3966648,179.89333,0,0,22050,1,1.03329,172.28626,-1.81,128.013,0.889,4,1.0,7,0.784,0,0.802,3.15,4.12,1.0,1.0,0.125,0.575,179893,0.978,0.000347,0.118,0.0613,0.212,Sound Of Legend,Blue (Da Ba Dee) - Sound of Legend Version Edit,dance
80,3059437,138.74998,0,0,22050,1,0.0,134.47256,-3.176,128.062,0.461,4,1.0,10,0.734,1,0.509,3.15,4.12,1.0,1.0,0.00557,0.621,138750,0.896,0.146,0.0531,0.0642,0.627,Rune RK,Calabria - Firebeatz Edit,dance
81,4816546,218.43746,0,0,22050,1,0.06966,213.641,-3.604,127.983,0.705,4,0.998,8,0.0,0,0.095,3.15,4.12,1.0,1.0,0.0277,0.45,218437,0.898,0.0616,0.166,0.0395,0.22,Martin Garrix,Forever,dance
82,6598830,299.26667,0,0,22050,1,1.02349,293.12871,-3.067,122.993,0.644,4,1.0,8,0.09,1,0.42,3.15,4.12,1.0,1.0,0.013,0.71,299267,0.838,0.000417,0.297,0.11,0.394,Snakehips,Don't Leave - Throttle Remix,dance
83,4547812,206.24998,0,0,22050,1,0.0,201.81624,-2.443,128.01,0.778,4,0.961,1,0.996,1,0.844,3.15,4.12,1.0,1.0,0.0041,0.679,206250,0.986,0.252,0.0984,0.118,0.262,VINAI,Frontier - Extended Mix,dance
84,3496131,158.55469,0,0,22050,1,0.23293,158.55469,-2.976,127.995,0.811,4,1.0,5,0.434,0,0.595,3.15,4.12,1.0,1.0,0.00528,0.64,158555,0.94,0.000484,0.357,0.0795,0.243,MAKJ,Party Till We Die,dance
85,3948000,179.04762,0,0,22050,1,0.0,174.49796,-3.742,125.987,0.971,4,1.0,1,0.782,0,0.634,3.15,4.12,1.0,1.0,0.0466,0.792,179048,0.93,0.000538,0.0772,0.0504,0.785,Kongsted,Whine Dat,dance
86,4382977,198.77447,0,0,22050,1,0.18005,193.20744,-3.515,114.991,0.872,4,1.0,11,0.221,1,0.384,3.15,4.12,1.0,1.0,0.00383,0.647,198774,0.932,1.5e-06,0.0574,0.0824,0.374,Steve Aoki,Just Hold On,dance
87,3906000,177.14286,0,0,22050,1,2.5542,172.65197,-4.015,125.999,0.882,4,0.933,11,0.415,0,0.459,3.15,4.12,1.0,1.0,0.012,0.586,177143,0.881,0.000207,0.571,0.0514,0.154,Firebeatz,Show Me Your Love,dance
88,3483900,158.0,0,0,22050,1,2.14785,154.22113,-5.273,127.998,0.802,4,1.0,4,0.607,0,0.521,3.15,4.12,1.0,1.0,0.000498,0.668,158000,0.971,0.677,0.324,0.0671,0.404,Martin Jensen,Night After Night - Radio Edit,dance
89,4137462,187.64,0,0,22050,1,2.03175,180.43646,-4.654,129.951,0.867,4,1.0,5,0.357,1,0.336,3.15,4.12,1.0,1.0,0.484,0.635,187640,0.882,1.11e-05,0.107,0.0605,0.549,Steve Angello,Show Me Love - Radio Edit,dance
90,4471296,202.77986,0,0,22050,1,0.0,193.6254,-3.846,128.004,1.0,4,0.988,5,0.797,0,0.991,3.15,4.12,1.0,1.0,0.0281,0.723,202780,0.971,0.031,0.366,0.0578,0.793,Kongsted,R.E.D.,dance
91,4671954,211.88,0,0,22050,1,0.0,209.20599,-4.124,128.025,0.033,4,1.0,6,0.556,1,0.495,3.15,4.12,1.0,1.0,0.0208,0.762,211880,0.797,0.000243,0.157,0.0952,0.174,Crew Cardinal,Teardrops - Video Edit,dance
92,3638250,165.0,0,0,22050,1,0.0,158.51683,-5.979,127.973,0.939,4,0.982,5,0.357,0,0.475,3.15,4.12,1.0,1.0,0.0186,0.603,165000,0.902,0.683,0.105,0.0494,0.135,Yves V,Blow,dance
93,4509225,204.5,0,0,22050,1,0.07469,196.98649,-5.193,125.958,0.925,4,1.0,6,0.072,1,0.285,3.15,4.12,1.0,1.0,0.39,0.691,204500,0.887,0.416,0.0943,0.0334,0.805,Showtek,Natural Blues,dance
94,4896763,222.07542,0,0,22050,1,2.6761,213.63519,-2.601,126.071,0.614,4,1.0,10,0.13,0,0.334,3.15,4.12,1.0,1.0,0.0325,0.519,222075,0.952,5.57e-05,0.351,0.0793,0.112,Tiësto,Chemicals,dance
95,4542300,206.0,0,0,22050,1,0.0,202.15293,-4.748,119.802,0.641,4,1.0,11,0.686,0,0.516,3.15,4.12,1.0,1.0,0.0226,0.459,206000,0.786,0.199,0.281,0.0534,0.0622,Avicii,Pure Grinding - iSHi Remix,dance
96,4795850,217.49887,0,0,22050,1,2.23492,213.53651,-3.888,128.138,0.865,4,0.779,6,0.325,0,0.462,3.15,4.12,1.0,1.0,0.128,0.583,217499,0.723,0.0,0.323,0.0434,0.351,Tritonal,Getaway,dance
97,3527996,159.99982,0,0,22050,1,0.0,150.55819,-4.132,125.672,0.643,4,1.0,5,0.402,0,0.521,3.15,4.12,1.0,1.0,0.00945,0.579,160000,0.896,0.836,0.121,0.373,0.103,Tujamo,Drop That Low (When I Dip),dance
98,3992832,181.08082,0,0,22050,1,0.14522,171.2878,-2.708,130.007,0.75,4,1.0,3,0.259,0,0.197,3.15,4.12,1.0,1.0,0.00273,0.535,181081,0.988,0.598,0.0944,0.0458,0.195,Sash!,Ecuador,dance
99,3582277,162.46154,0,0,22050,1,0.0,154.38948,-2.867,129.975,0.848,4,1.0,3,0.168,1,0.357,3.15,4.12,1.0,1.0,0.00763,0.591,162462,0.931,0.000216,0.153,0.0967,0.17,Dzeko & Torres,L'Amour Toujours - Tiësto Edit,dance
100,5517498,250.22667,0,0,22050,1,0.06989,243.39156,-5.62,125.979,0.508,4,0.519,6,0.675,1,0.501,3.15,4.12,1.0,1.0,0.0242,0.508,250227,0.76,0.00138,0.13,0.087,0.11,Alan Walker,Faded - Tiesto's Northern Lights Remix,dance
101,4299750,195.0,0,0,22050,1,0.0,186.95546,-3.877,127.975,0.753,4,1.0,6,0.0,0,0.198,3.15,4.12,1.0,1.0,0.0745,0.679,195000,0.952,0.628,0.177,0.159,0.717,Will Sparks,Ah Yeah So What - Radio Edit,dance
102,3647966,165.44063,0,0,22050,1,0.0,161.65732,-5.469,124.959,0.503,4,1.0,0,0.825,1,0.639,3.15,4.12,1.0,1.0,0.00521,0.609,165441,0.885,1.15e-05,0.336,0.0642,0.76,Oliver Heldens,Gecko (Overdrive) - Radio Edit,dance
