,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
967,4284168,194.29333,0,0,22050,1,0.0,184.09361,-13.539,125.597,0.749,4,1.0,3,0.336,1,0.451,3.15,4.12,1.0,1.0,0.745,0.839,194293,0.233,0.746,0.105,0.0414,0.778,Mulatu Astatke,Yègellé Tezeta,jazz
968,6576142,298.23773,0,0,22050,1,0.13447,270.23964,-12.138,78.876,0.623,4,0.268,11,0.448,0,0.35,3.15,4.12,1.0,1.0,0.322,0.802,298238,0.265,0.777,0.114,0.0997,0.67,Takuya Kuroda,Green And Gold,jazz
970,5314050,241.0,0,0,22050,1,0.25537,231.35202,-13.687,102.716,0.705,4,0.99,0,0.503,0,0.549,3.15,4.12,1.0,1.0,0.552,0.508,241000,0.592,0.362,0.12,0.0364,0.775,Ralph Thomas,Muscavado,jazz
972,7792764,353.41333,0,0,22050,1,0.82476,344.25905,-11.62,114.979,0.23,3,0.22,0,0.643,0,0.693,3.15,4.12,1.0,1.0,0.314,0.302,353413,0.346,0.564,0.116,0.0353,0.11,Matthias Lindermayr,New Born,jazz
974,10049508,455.76,0,0,22050,1,6.03719,430.41088,-18.404,140.563,0.0,4,0.18,5,0.316,0,0.486,3.15,4.12,1.0,1.0,0.647,0.34,455760,0.187,0.58,0.0948,0.0333,0.225,Andrew Cyrille,Worried Woman,jazz
975,6282780,284.93333,0,0,22050,1,0.6381,269.10186,-27.538,67.635,0.057,4,0.973,0,0.814,0,0.811,3.15,4.12,1.0,1.0,0.86,0.385,284933,0.0305,0.875,0.107,0.036,0.0398,Jakob Bro,Strands,jazz
980,4601101,208.66671,0,0,22050,1,0.16281,205.47338,-19.138,112.373,0.653,5,0.027,4,0.377,1,0.377,3.15,4.12,1.0,1.0,0.944,0.77,208667,0.154,0.929,0.0915,0.0379,0.277,Milos Foreman,Monk's Dream,jazz
981,5061212,229.53342,0,0,22050,1,0.0,224.32798,-18.076,93.707,0.895,3,0.302,11,0.687,1,0.683,3.15,4.12,1.0,1.0,0.963,0.663,229533,0.124,0.92,0.106,0.0353,0.145,Williamsburg Quartet,All About You,jazz
986,5375957,243.80757,0,0,22050,1,0.16857,239.14231,-20.021,93.703,0.781,4,0.981,11,0.778,1,0.688,3.15,4.12,1.0,1.0,0.925,0.668,243808,0.144,0.89,0.0953,0.0354,0.329,Williamsburg Quartet,I Can't Stop Lovin,jazz
987,5053929,229.20313,0,0,22050,1,0.19156,219.79429,-14.375,103.827,0.074,4,0.743,3,0.532,1,0.449,3.15,4.12,1.0,1.0,0.976,0.603,229203,0.125,0.921,0.121,0.0304,0.092,Hara Noda,Swimmer,jazz
989,4340599,196.85256,0,0,22050,1,0.19723,188.40091,-22.442,103.478,0.0,5,0.2,4,0.394,0,0.519,3.15,4.12,1.0,1.0,0.996,0.435,196853,0.00807,0.95,0.103,0.0599,0.146,Clark Younger,'Round Midnight,jazz
991,5286125,239.73356,0,0,22050,1,0.08762,234.91048,-17.494,93.727,0.831,3,0.433,11,0.769,1,0.646,3.15,4.12,1.0,1.0,0.957,0.691,239734,0.173,0.938,0.202,0.0329,0.151,Williamsburg Quartet,The Look You Gave,jazz
993,4946256,224.32,0,0,22050,1,0.06385,214.77297,-24.497,73.662,0.052,4,0.023,5,0.782,1,0.765,3.15,4.12,1.0,1.0,0.994,0.396,224320,0.0366,0.92,0.111,0.0584,0.29,Massimo Faraò,La Vie En Rose,jazz
997,6981030,316.6,0,0,22050,1,0.46857,306.49179,-17.206,112.382,0.664,4,0.378,7,0.421,1,0.467,3.15,4.12,1.0,1.0,0.922,0.569,316600,0.153,0.39,0.162,0.0406,0.35,Chile Finlandia Connection,Happy Hippies,jazz
999,4143245,187.90227,0,0,22050,1,0.11034,177.19147,-19.08,93.676,0.854,4,0.436,11,0.214,1,0.441,3.15,4.12,1.0,1.0,0.912,0.705,187902,0.119,0.917,0.119,0.0384,0.439,Ellie & The Bunch,Stop Look Desire,jazz
1001,4368252,198.10667,0,0,22050,1,0.0,192.51664,-9.199,137.972,0.473,4,1.0,3,0.45,1,0.588,3.15,4.12,1.0,1.0,0.86,0.528,198107,0.419,0.577,0.0637,0.0298,0.44,Dedicato A Piovani,Buongiorno Principessa,jazz
1003,4688150,212.61451,0,0,22050,1,0.0,204.28916,-17.871,168.547,0.161,3,0.032,6,0.861,0,0.801,3.15,4.12,1.0,1.0,0.936,0.409,212615,0.136,0.903,0.118,0.0342,0.21,Trio From Rio,Tropicana,jazz
1004,3586076,162.63383,0,0,22050,1,0.06145,157.59964,-14.365,98.601,0.134,4,0.817,0,0.603,1,0.429,3.15,4.12,1.0,1.0,0.963,0.558,162634,0.357,0.853,0.104,0.0417,0.78,Art Van Damme Quintet,Perdido,jazz
1005,4612272,209.17333,0,0,22050,1,0.0,204.55039,-8.999,146.388,0.325,4,0.988,5,0.704,0,0.639,3.15,4.12,1.0,1.0,0.775,0.654,209173,0.638,0.92,0.108,0.0465,0.79,Hilton Ruiz,Home Cookin',jazz
1007,6044052,274.10667,0,0,22050,1,0.0,270.15256,-8.156,172.723,0.244,4,0.757,0,0.337,0,0.207,3.15,4.12,1.0,1.0,0.822,0.492,274107,0.291,0.257,0.0634,0.035,0.383,New Cool Collective,Thierno,jazz
1009,4767819,216.22762,0,0,22050,1,0.10481,209.32789,-12.935,123.949,0.446,4,1.0,5,0.572,0,0.623,3.15,4.12,1.0,1.0,0.899,0.697,216228,0.413,0.899,0.121,0.0312,0.472,Hara Noda,Feathered,jazz
